operationId,method,path,kind,detail,computable,abox_fact
searchUserTasks,POST,/user-tasks/search,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
searchUserTasks,POST,/user-tasks/search,bad-request:additional-property,closed schema,yes,
searchUserTasks,POST,/user-tasks/search,bad-request:type-mismatch,"field=sort, type=array",yes,
searchUserTasks,POST,/user-tasks/search,pagination-sort:request-shape,sort array in body,yes,
searchUserTasks,POST,/user-tasks/search,pagination-sort:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
searchUserTasks,POST,/user-tasks/search,filter:request-shape,filter object in body,yes,
searchUserTasks,POST,/user-tasks/search,filter:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
searchUserTasks,POST,/user-tasks/search,403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
searchUserTasks,POST,/user-tasks/search,eventual-consistency,search may lag behind writes,no,consistency window per entity (or eventually-consistent flag)
searchUserTasks,POST,/user-tasks/search,scale-large-n,"behaviour at 10K+ entities; pagination limits, timeout, ordering stability",no,scale thresholds + expected response time per entity
searchUserTasks,POST,/user-tasks/search,documented-500,response code 500 documented in spec,yes,
getUserTask,GET,/user-tasks/{userTaskKey},happy-path,documented success response,yes,
getUserTask,GET,/user-tasks/{userTaskKey},401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
getUserTask,GET,/user-tasks/{userTaskKey},404-not-found,"path param=userTaskKey, type=string, format=UserTaskKey",yes,
getUserTask,GET,/user-tasks/{userTaskKey},403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
getUserTask,GET,/user-tasks/{userTaskKey},prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
getUserTask,GET,/user-tasks/{userTaskKey},documented-500,response code 500 documented in spec,yes,
updateUserTask,PATCH,/user-tasks/{userTaskKey},happy-path,documented success response,yes,
updateUserTask,PATCH,/user-tasks/{userTaskKey},401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
updateUserTask,PATCH,/user-tasks/{userTaskKey},404-not-found,"path param=userTaskKey, type=string, format=UserTaskKey",yes,
updateUserTask,PATCH,/user-tasks/{userTaskKey},bad-request:additional-property,closed schema,yes,
updateUserTask,PATCH,/user-tasks/{userTaskKey},bad-request:type-mismatch,"field=changeset, type=object",yes,
updateUserTask,PATCH,/user-tasks/{userTaskKey},bad-request:type-mismatch,"field=action, type=string",yes,
updateUserTask,PATCH,/user-tasks/{userTaskKey},403-forbidden,403 not documented; emitter needs to know if RBAC applies,no,RBAC: permissions required per endpoint
updateUserTask,PATCH,/user-tasks/{userTaskKey},prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
updateUserTask,PATCH,/user-tasks/{userTaskKey},documented-500,response code 500 documented in spec,yes,
updateUserTask,PATCH,/user-tasks/{userTaskKey},documented-503,response code 503 documented in spec,yes,
updateUserTask,PATCH,/user-tasks/{userTaskKey},documented-504,response code 504 documented in spec,yes,
unassignUserTask,DELETE,/user-tasks/{userTaskKey}/assignee,happy-path,documented success response,yes,
unassignUserTask,DELETE,/user-tasks/{userTaskKey}/assignee,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
unassignUserTask,DELETE,/user-tasks/{userTaskKey}/assignee,404-not-found,"path param=userTaskKey, type=string, format=UserTaskKey",yes,
unassignUserTask,DELETE,/user-tasks/{userTaskKey}/assignee,403-forbidden,403 not documented; emitter needs to know if RBAC applies,no,RBAC: permissions required per endpoint
unassignUserTask,DELETE,/user-tasks/{userTaskKey}/assignee,business-entity-lifecycle,operationId prefix `unassign` implies state transition,no,lifecycle state machine for this entity
unassignUserTask,DELETE,/user-tasks/{userTaskKey}/assignee,prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
unassignUserTask,DELETE,/user-tasks/{userTaskKey}/assignee,documented-500,response code 500 documented in spec,yes,
unassignUserTask,DELETE,/user-tasks/{userTaskKey}/assignee,documented-503,response code 503 documented in spec,yes,
unassignUserTask,DELETE,/user-tasks/{userTaskKey}/assignee,documented-504,response code 504 documented in spec,yes,
assignUserTask,POST,/user-tasks/{userTaskKey}/assignment,happy-path,documented success response,yes,
assignUserTask,POST,/user-tasks/{userTaskKey}/assignment,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
assignUserTask,POST,/user-tasks/{userTaskKey}/assignment,404-not-found,"path param=userTaskKey, type=string, format=UserTaskKey",yes,
assignUserTask,POST,/user-tasks/{userTaskKey}/assignment,bad-request:additional-property,closed schema,yes,
assignUserTask,POST,/user-tasks/{userTaskKey}/assignment,bad-request:type-mismatch,"field=assignee, type=string",yes,
assignUserTask,POST,/user-tasks/{userTaskKey}/assignment,bad-request:type-mismatch,"field=allowOverride, type=boolean",yes,
assignUserTask,POST,/user-tasks/{userTaskKey}/assignment,bad-request:type-mismatch,"field=action, type=string",yes,
assignUserTask,POST,/user-tasks/{userTaskKey}/assignment,403-forbidden,403 not documented; emitter needs to know if RBAC applies,no,RBAC: permissions required per endpoint
assignUserTask,POST,/user-tasks/{userTaskKey}/assignment,business-entity-lifecycle,path has state-transition verb,no,lifecycle state machine for this entity
assignUserTask,POST,/user-tasks/{userTaskKey}/assignment,prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
assignUserTask,POST,/user-tasks/{userTaskKey}/assignment,documented-500,response code 500 documented in spec,yes,
assignUserTask,POST,/user-tasks/{userTaskKey}/assignment,documented-503,response code 503 documented in spec,yes,
assignUserTask,POST,/user-tasks/{userTaskKey}/assignment,documented-504,response code 504 documented in spec,yes,
searchUserTaskAuditLogs,POST,/user-tasks/{userTaskKey}/audit-logs/search,happy-path,documented success response,yes,
searchUserTaskAuditLogs,POST,/user-tasks/{userTaskKey}/audit-logs/search,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
searchUserTaskAuditLogs,POST,/user-tasks/{userTaskKey}/audit-logs/search,404-not-found,"path param=userTaskKey, type=string, format=UserTaskKey",yes,
searchUserTaskAuditLogs,POST,/user-tasks/{userTaskKey}/audit-logs/search,bad-request:additional-property,closed schema,yes,
searchUserTaskAuditLogs,POST,/user-tasks/{userTaskKey}/audit-logs/search,bad-request:type-mismatch,"field=sort, type=array",yes,
searchUserTaskAuditLogs,POST,/user-tasks/{userTaskKey}/audit-logs/search,bad-request:type-mismatch,"field=filter, type=object",yes,
searchUserTaskAuditLogs,POST,/user-tasks/{userTaskKey}/audit-logs/search,pagination-sort:request-shape,sort array in body,yes,
searchUserTaskAuditLogs,POST,/user-tasks/{userTaskKey}/audit-logs/search,pagination-sort:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
searchUserTaskAuditLogs,POST,/user-tasks/{userTaskKey}/audit-logs/search,filter:request-shape,filter object in body,yes,
searchUserTaskAuditLogs,POST,/user-tasks/{userTaskKey}/audit-logs/search,filter:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
searchUserTaskAuditLogs,POST,/user-tasks/{userTaskKey}/audit-logs/search,403-forbidden,403 not documented; emitter needs to know if RBAC applies,no,RBAC: permissions required per endpoint
searchUserTaskAuditLogs,POST,/user-tasks/{userTaskKey}/audit-logs/search,prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
searchUserTaskAuditLogs,POST,/user-tasks/{userTaskKey}/audit-logs/search,eventual-consistency,search may lag behind writes,no,consistency window per entity (or eventually-consistent flag)
searchUserTaskAuditLogs,POST,/user-tasks/{userTaskKey}/audit-logs/search,scale-large-n,"behaviour at 10K+ entities; pagination limits, timeout, ordering stability",no,scale thresholds + expected response time per entity
searchUserTaskAuditLogs,POST,/user-tasks/{userTaskKey}/audit-logs/search,documented-500,response code 500 documented in spec,yes,
completeUserTask,POST,/user-tasks/{userTaskKey}/completion,happy-path,documented success response,yes,
completeUserTask,POST,/user-tasks/{userTaskKey}/completion,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
completeUserTask,POST,/user-tasks/{userTaskKey}/completion,404-not-found,"path param=userTaskKey, type=string, format=UserTaskKey",yes,
completeUserTask,POST,/user-tasks/{userTaskKey}/completion,bad-request:additional-property,closed schema,yes,
completeUserTask,POST,/user-tasks/{userTaskKey}/completion,bad-request:type-mismatch,"field=variables, type=object",yes,
completeUserTask,POST,/user-tasks/{userTaskKey}/completion,bad-request:type-mismatch,"field=action, type=string",yes,
completeUserTask,POST,/user-tasks/{userTaskKey}/completion,403-forbidden,403 not documented; emitter needs to know if RBAC applies,no,RBAC: permissions required per endpoint
completeUserTask,POST,/user-tasks/{userTaskKey}/completion,business-entity-lifecycle,path has state-transition verb,no,lifecycle state machine for this entity
completeUserTask,POST,/user-tasks/{userTaskKey}/completion,prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
completeUserTask,POST,/user-tasks/{userTaskKey}/completion,documented-500,response code 500 documented in spec,yes,
completeUserTask,POST,/user-tasks/{userTaskKey}/completion,documented-503,response code 503 documented in spec,yes,
completeUserTask,POST,/user-tasks/{userTaskKey}/completion,documented-504,response code 504 documented in spec,yes,
searchUserTaskEffectiveVariables,POST,/user-tasks/{userTaskKey}/effective-variables/search,happy-path,documented success response,yes,
searchUserTaskEffectiveVariables,POST,/user-tasks/{userTaskKey}/effective-variables/search,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
searchUserTaskEffectiveVariables,POST,/user-tasks/{userTaskKey}/effective-variables/search,404-not-found,"path param=userTaskKey, type=string, format=UserTaskKey",yes,
searchUserTaskEffectiveVariables,POST,/user-tasks/{userTaskKey}/effective-variables/search,bad-request:additional-property,closed schema,yes,
searchUserTaskEffectiveVariables,POST,/user-tasks/{userTaskKey}/effective-variables/search,bad-request:type-mismatch,"field=sort, type=array",yes,
searchUserTaskEffectiveVariables,POST,/user-tasks/{userTaskKey}/effective-variables/search,pagination-sort:request-shape,page object in body,yes,
searchUserTaskEffectiveVariables,POST,/user-tasks/{userTaskKey}/effective-variables/search,pagination-sort:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
searchUserTaskEffectiveVariables,POST,/user-tasks/{userTaskKey}/effective-variables/search,pagination-sort:request-shape,sort array in body,yes,
searchUserTaskEffectiveVariables,POST,/user-tasks/{userTaskKey}/effective-variables/search,pagination-sort:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
